uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
spotify:track:2NnJpRXIlx35Vij3bPZO0h,0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81E-05,0.0927,0.497,88.972,aggressive
spotify:track:7v4pPS4A7NgY7bxFA3Etv3,0.788,0.764,7,-4.054,1,0.254,0.00918,0,0.224,0.841,100.095,aggressive
spotify:track:7yYvvOB7CuzdVldb6zOk1m,0.658,0.849,7,-7.577,1,0.109,0.0012,0,0.0415,0.609,92.807,aggressive
spotify:track:4XgPsXeULxkwwVoDb26mc9,0.422,0.968,1,-3.91,1,0.174,4.00E-05,0.866,0.51,0.321,196.131,aggressive
spotify:track:0w6lvUXeh4ZRW9UUvHH33a,0.481,0.996,9,2.027,1,0.327,0.365,0.00194,0.348,0.0536,106.227,aggressive
spotify:track:0KrywEwYmgdhYTYxRK5oTm,0.581,0.959,1,1.06,1,0.362,0.288,0.000128,0.0676,0.72,127,aggressive
spotify:track:45Haj960pgNbd0Px8nIF10,0.529,0.896,10,0.034,0,0.434,0.047,0.0483,0.124,0.461,94.592,aggressive
spotify:track:0vBZEmFzfP2ZddT3Dv2amZ,0.855,0.891,10,-5.64,0,0.61,0.0286,9.74E-06,0.38,0.646,87.447,aggressive
spotify:track:6LHhaWs0HzuPhflDWiVtp1,0.671,0.962,4,-5.509,1,0.481,0.0729,0.00663,0.376,0.183,114.003,aggressive
spotify:track:3VSc3H3iFGzKp18A5wDDTj,0.898,0.653,8,-10.555,1,0.526,0.614,0,0.0857,0.588,128.066,aggressive
spotify:track:1yGoWOpGNe77BCPS2vNMHQ,0.585,0.944,10,-3.222,0,0.39,0.0258,0,0.382,0.657,85.635,aggressive
spotify:track:2tCzoavZgN8Hnoy31NNGNi,0.624,0.989,11,0.705,1,0.183,0.0277,0.0035,0.377,0.651,94.958,aggressive
spotify:track:1ILOEBm0AMoUTQqCNADhpi,0.878,0.517,1,-6.651,1,0.467,0.026,0.0199,0.0451,0.448,144.876,aggressive
spotify:track:0fd0ENEdQGOtSRi46JqRhB,0.446,0.97,11,1.348,1,0.462,0.282,0,0.0898,0.702,115.632,aggressive
spotify:track:2cfFwuqPLUre5laXoyiRme,0.444,0.993,10,-1.716,0,0.111,0.0462,0.00398,0.115,0.449,139.955,aggressive
spotify:track:7vXapv89zZmXrrR224pUpF,0.572,0.974,1,-1.198,1,0.406,0.00228,1.18E-05,0.14,0.549,139.627,aggressive
spotify:track:1cwcmyyPTjJrH2tZpjrYxD,0.728,0.653,1,-8.584,1,0.11,0.0375,0.28,0.128,0.189,170.053,aggressive
spotify:track:3pXVmZh293nWtqxildz9jf,0.792,0.829,2,-6.612,1,0.256,0.00103,0.0755,0.582,0.17,93.044,aggressive
spotify:track:3qdRwIwWa5nVZnNp43uYrx,0.904,0.854,5,-3.528,0,0.179,0.0175,9.70E-05,0.296,0.351,130.074,aggressive
spotify:track:5T3Zp5M8wLSZWljc6ia94X,0.812,0.657,2,-5.677,1,0.0345,0.000617,0.0252,0.336,0.671,140.066,aggressive
spotify:track:6coeqSdD7VvHELbvs6tPZX,0.518,0.995,6,-1.437,1,0.0971,0.0804,0,0.693,0.794,159.399,aggressive
spotify:track:6YNh2sMxv2v09rfxiPjgcW,0.83,0.95,11,-1.272,1,0.392,0.404,1.41E-06,0.48,0.808,89.972,aggressive
spotify:track:6NSLA3vC49Ip33KpCCX07Y,0.603,0.957,1,-2.801,1,0.547,0.0863,0.00224,0.343,0.454,115.924,aggressive
spotify:track:0BV0AYGLVlu2SdjN3J9twp,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,aggressive
spotify:track:0S7lPakgLryN1QiD79osFY,0.834,0.965,1,-2.077,1,0.302,0.0289,0.0893,0.332,0.601,137.989,aggressive
spotify:track:0Q2n5yzl2XRqYbV77tZNYp,0.907,0.539,4,-7.782,1,0.36,0.0408,0,0.253,0.664,124.918,aggressive
spotify:track:0EKbMWOt2ZwdEcqgRpLHaC,0.748,0.802,5,-6.271,1,0.113,0.595,0.000678,0.113,0.874,159.984,aggressive
spotify:track:5KYy4AxlClkQPWaF1Iat3g,0.703,0.614,6,-6.832,0,0.113,0.434,0,0.0942,0.453,150.047,aggressive
spotify:track:0uATCc7skXRKGBYp4FHdBZ,0.545,0.826,1,-4.651,1,0.0491,0.138,0,0.338,0.487,140.02,aggressive
spotify:track:1KZyVnyptQcPzkx7ELCnZC,0.715,0.715,5,-7.364,1,0.0902,0.0526,0,0.0936,0.507,134.922,calm
spotify:track:3nnG7AM9QopHVPEuLX3Khk,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65E-05,0.107,0.246,147.486,calm
spotify:track:5mGChT2miDApqXTNlejoZY,0.448,0.263,2,-10.362,1,0.0459,0.708,1.87E-06,0.119,0.423,88.109,calm
spotify:track:47UDiZQHAkVtMNhx6EjyOn,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.244,74.897,calm
spotify:track:1brwdYwjltrJo7WHpIvbYt,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.166,90.011,calm
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,calm
spotify:track:44yLjz5SIFMWAMsCCQ1kv8,0.465,0.306,7,-10.785,1,0.0283,0.893,8.89E-06,0.0827,0.285,144.195,calm
spotify:track:36uVyuO8B0bc5SonH2bovp,0.677,0.407,4,-8.985,0,0.053,0.0305,8.43E-05,0.143,0.342,96.874,calm
spotify:track:4KlL5Bwlm4yHYxr0B2rHci,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,calm
spotify:track:6kkwzB6hXLIONkEk9JciA6,0.139,0.22,2,-19.974,0,0.0324,0.856,0.831,0.17,0.0789,71.432,calm
spotify:track:3030YT1OMJa4bxthLLHuVM,0.487,0.339,0,-7.039,1,0.0309,0.52,0,0.151,0.25,118.017,calm
spotify:track:1MHXTAtfqlRNkGv5g6Ca6q,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,calm
spotify:track:1lyNFzcCl9kXCof6GV32fV,0.617,0.439,9,-5.63,1,0.0269,0.424,0,0.127,0.242,139.979,calm
spotify:track:2Bo0hh0yoQReC4reJav5DT,0.553,0.621,0,-7.356,1,0.0333,0.0428,0.596,0.115,0.19,120.051,calm
spotify:track:6HIElrRO0GdlFZB54iVyiI,0.791,0.42,5,-8.905,0,0.0285,0.558,0.0173,0.129,0.507,99.882,calm
spotify:track:6cDfjpzbfreA0Tv97t2Xll,0.42,0.386,4,-10.152,0,0.0354,0.796,0.0018,0.355,0.119,77.219,calm
spotify:track:207qh0NdViBam3cvekExEK,0.542,0.41,9,-8.765,0,0.0233,0.594,0.000346,0.169,0.313,95.923,calm
spotify:track:52UMriNHNZ0bJVEqzXpnfq,0.559,0.612,2,-5.714,1,0.0304,0.0327,5.47E-06,0.143,0.407,117.91,calm
spotify:track:5oV8bZaShr2d01FFMHBUPq,0.497,0.13,6,-15.571,1,0.0436,0.841,0,0.111,0.179,130.769,calm
spotify:track:4UhDz2HQkEntyK5hPk4ZnO,0.594,0.635,7,-6.192,1,0.0295,0.0953,7.05E-05,0.0917,0.807,104.507,calm
spotify:track:5Ewz5ms8XpjtkihWFLnJJs,0.554,0.303,4,-13.05,1,0.0366,0.893,0.00207,0.119,0.396,77.295,calm
spotify:track:6tqzOYuE3lrNVPDgtF3MjM,0.401,0.535,0,-11.09,1,0.0407,0.889,0.00667,0.116,0.436,146.515,calm
spotify:track:6cSsWi1c3ewIEmbqdUWsUM,0.376,0.662,0,-6.124,1,0.057,0.175,0.000691,0.203,0.236,107.209,calm
spotify:track:3FmC4TjVyv6BPBQ68F3CVV,0.386,0.157,2,-12.471,1,0.0477,0.932,0,0.129,0.272,74.904,calm
spotify:track:4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,calm
spotify:track:7HQCXYyaBmhugyRDvy4V7m,0.367,0.139,7,-12.903,1,0.0465,0.866,0,0.111,0.323,85.695,calm
spotify:track:0IGUZLfbNPrR5TFht2zBY6,0.586,0.43,0,-15.097,1,0.0305,0.814,0.099,0.115,0.277,107.788,calm
spotify:track:6klpXs2uAjagnZMFkt4qkl,0.281,0.139,5,-14.392,1,0.0305,0.829,0,0.0725,0.169,92.64,calm
spotify:track:3uSqIJlJ2iBvZ6tGhkbuGX,0.282,0.719,5,-7.633,1,0.0335,0.196,0.000358,0.107,0.276,99.992,calm
spotify:track:3B7udSGy2PfgoCniMSb523,0.581,0.0549,10,-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,calm
spotify:track:2PwXOevGUSkU8qaYZjgLq2,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,calm
spotify:track:02WacdrRpm4zlP8H7X6bnQ,0.608,0.174,1,-8.796,1,0.0332,0.851,1.92E-05,0.0855,0.193,112.175,calm
spotify:track:5sF7hdYvhrcgNq8NZjfK8L,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37E-05,0.0872,0.219,116.86,calm
spotify:track:12WNQYCDBQpusqMMY2BsEy,0.266,0.127,9,-15.417,1,0.0339,0.884,0.391,0.0957,0.0754,147.809,calm
spotify:track:0YywjDvFudcaHG74NuWISy,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46E-05,0.092,0.153,73.254,calm
spotify:track:5iyqqccidB1SEpOXXctyTR,0.397,0.331,5,-9.027,1,0.0297,0.708,1.37E-06,0.424,0.247,78.702,calm
spotify:track:56QpLVAeDbJrKoYznl132c,0.477,0.229,0,-14.402,1,0.0555,0.845,0.000446,0.196,0.0819,131.28,calm
spotify:track:7fkXzzIVo98CgjOkpd9H0V,0.447,0.206,3,-11.75,1,0.0519,0.956,4.56E-06,0.107,0.327,66.734,calm
spotify:track:2EDYchd8hhwAOWKGQxJoro,0.478,0.181,11,-8.731,1,0.0327,0.975,3.37E-06,0.0795,0.279,108.346,calm
spotify:track:67jTooF4NM8NkbmzDoVbKY,0.39,0.504,2,-5.506,1,0.0312,0.913,0.00294,0.132,0.174,103.396,calm
spotify:track:2mirluHnTLWWnoZCf6RQde,0.481,0.257,1,-10.683,1,0.0529,0.84,0,0.701,0.228,141.36,calm
spotify:track:0cyJis7BmYj3Z1LRvz3Kp9,0.598,0.509,10,-7.918,1,0.0272,0.291,0,0.139,0.433,102.983,calm
spotify:track:0GVuLQtPXFaL18ijEOqoAa,0.351,0.331,9,-10.316,1,0.0382,0.3,9.14E-06,0.0919,0.191,161.564,calm
spotify:track:6yVeStGqhwoZkhkLPgmmRB,0.536,0.32,1,-10.371,1,0.0393,0.823,0.000193,0.124,0.427,92.45,calm
spotify:track:2cFWt6kXHjqVAvVnGgS8ET,0.524,0.401,2,-9.159,1,0.0369,0.664,0,0.118,0.225,144.849,calm
spotify:track:70TgwSyOOThWXgrBFvKB4t,0.334,0.123,0,-9.554,1,0.0668,0.75,0,0.101,0.256,78.608,calm
spotify:track:6Dvn0oPsC37JXQxENPZROI,0.143,0.0274,9,-27.557,1,0.0452,0.993,0.941,0.0724,0.0979,69.729,calm
spotify:track:0dHF8t7OIhgPele5WRUfWG,0.394,0.228,4,-12.584,1,0.0431,0.966,3.81E-05,0.113,0.258,104.625,calm
spotify:track:1NjrOiC3KlEovbhGkyRLMT,0.493,0.491,2,-7.468,1,0.0291,0.726,0,0.12,0.268,138.946,calm
spotify:track:3ALOLLBTNINpyRbBJ7riUk,0.509,0.218,7,-16.281,0,0.0313,0.386,0.000233,0.116,0.387,149.676,calm
spotify:track:7GJClzimvMSghjcrKxuf1M,0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,calm
spotify:track:3hRZsdTF5uyGA2uhNqEuhm,0.517,0.552,0,-6.401,1,0.039,0.375,0,0.106,0.196,153.747,calm
spotify:track:43YlKd8hlnzUv71m2Ly9Nr,0.656,0.392,7,-11.227,1,0.0365,0.738,0,0.0924,0.0585,110.013,calm
spotify:track:3DjjbSZk16kPEpgjF0OCYN,0.403,0.324,3,-12.249,1,0.0425,0.845,3.23E-06,0.0688,0.25,176.147,calm
spotify:track:6FCtVFA2m7j60qnlN1Sxko,0.425,0.34,2,-11.208,1,0.035,0.257,0,0.117,0.117,134.977,calm
spotify:track:4ODSk37kEDXRFzOGnXxvAH,0.641,0.281,7,-10.824,1,0.0291,0.513,0,0.111,0.117,129.927,calm
spotify:track:4tFkgfdi8b3aNcKNthPqIF,0.77,0.501,5,-9.582,0,0.037,0.0794,0.18,0.166,0.525,125.081,calm
spotify:track:0iI87VdRHdzSzX2OPKOUGg,0.625,0.239,7,-14.651,1,0.0309,0.846,6.88E-06,0.13,0.246,77.01,calm
spotify:track:2vqmpOXimiT8mSXeQrFZnB,0.545,0.169,0,-16.249,1,0.132,0.908,0,0.0942,0.482,98.225,calm
spotify:track:69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,calm
spotify:track:14nWsmzymZ6MV9TDhaH2SV,0.315,0.192,6,-12.779,1,0.0348,0.987,0.000899,0.103,0.135,125.58,calm
spotify:track:4F3EPEh1hFAiu1iG1jfB5h,0.456,0.379,2,-8.669,0,0.0364,0.902,3.89E-06,0.132,0.338,125.685,calm
spotify:track:6SYYoox70AQe8YTQ2YEQhA,0.551,0.418,8,-12.752,1,0.0318,0.798,0.16,0.646,0.23,124.945,calm
spotify:track:0niAnSAbmZDyYFCY5P7ja3,0.366,0.446,0,-11.981,1,0.0356,0.736,0.00237,0.0748,0.248,80.076,calm
spotify:track:4MVk79dmYqi7HQs0bMgboy,0.707,0.234,7,-16.523,1,0.0864,0.96,0.861,0.124,0.611,78.036,calm
spotify:track:14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86E-05,0.0895,0.205,124.001,calm
spotify:track:6obYifaGXlgvnDFyoyuoYM,0.362,0.214,2,-10.427,1,0.0379,0.957,0.000131,0.178,0.258,180.094,calm
spotify:track:3KJ93VZJvSvIdlMa4eyKdX,0.52,0.124,5,-18.502,1,0.0383,0.9,0,0.114,0.524,149.251,calm
spotify:track:68ViVsxqymVrKMnAbVsEhU,0.501,0.533,2,-10.11,1,0.0379,0.202,0.00206,0.113,0.151,138.92,calm
spotify:track:5MyAoOmaMSOEDZR6kX2R0b,0.541,0.285,0,-11.687,1,0.03,0.83,9.99E-05,0.171,0.237,131.838,calm
spotify:track:42H6GeQfrBkT3vTUTdpB1M,0.646,0.0828,10,-16.205,1,0.0435,0.838,1.20E-05,0.0934,0.293,108.826,calm
spotify:track:4hjbxjZpJ8H6qRCzDOGI0M,0.492,0.236,2,-17.224,1,0.0359,0.723,0.159,0.351,0.151,75.102,calm
spotify:track:2TI2fw9FWPeah6N4k1b4NU,0.81,0.266,7,-12.478,1,0.0407,0.56,1.05E-06,0.0962,0.212,130.041,calm
spotify:track:0fBSs3fRoh1yJcne77fdu9,0.236,0.249,6,-9.595,0,0.0348,0.811,1.00E-06,0.087,0.181,72.847,calm
spotify:track:53QF56cjZA9RTuuMZDrSA6,0.483,0.303,4,-10.058,1,0.0429,0.694,0,0.115,0.139,133.406,calm
spotify:track:2N8F9mupXs9oyCLeerRfCw,0.331,0.145,2,-8.956,1,0.0379,0.842,2.17E-06,0.108,0.0754,33.259,calm
spotify:track:1tnusyVNhzamoCgTG0RLf1,0.427,0.127,7,-12.731,1,0.0419,0.964,1.92E-06,0.109,0.259,76.357,calm
spotify:track:3NqoZnyv3qLAM0y3CjB8l2,0.826,0.635,6,-5.844,0,0.106,0.309,0,0.139,0.538,105.971,calm
spotify:track:6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,calm
spotify:track:77MHOLfTVDlhcX0yDr23Uu,0.68,0.32,10,-7.544,0,0.0289,0.954,0,0.0948,0.769,108.07,calm
spotify:track:6oK27xUYzHIfWWh23AXP6J,0.388,0.179,0,-10.438,1,0.0387,0.945,3.34E-06,0.121,0.454,84.392,calm
spotify:track:1ezFtClxTMcS2AotqjTZX5,0.565,0.255,7,-12.151,1,0.0322,0.792,2.07E-06,0.0986,0.121,110.015,calm
spotify:track:5bt5mhA34P1Dncbik5EGeJ,0.607,0.167,0,-13.007,1,0.0902,0.885,0,0.165,0.469,122.627,calm
spotify:track:6JT098POzHmS3dlfzwhIIm,0.651,0.22,1,-16.259,1,0.0311,0.441,2.77E-05,0.112,0.235,112.066,calm
spotify:track:4K3gM7kzX4POAfrs71HomN,0.434,0.302,10,-10.117,1,0.0378,0.766,7.63E-06,0.149,0.173,121.645,calm
spotify:track:6Ooc7sMvXWpuGMc0MSGS3K,0.326,0.0289,0,-24.67,1,0.0695,0.989,0.941,0.103,0.268,181.658,calm
spotify:track:38LBTI9FzS5hSNNbcsHsc0,0.428,0.0866,5,-19.2,1,0.0514,0.957,0.00049,0.176,0.0788,82.82,calm
spotify:track:7AsNmfkushtMiH0R9JVBk0,0.501,0.104,4,-17.002,1,0.0388,0.941,1.05E-06,0.121,0.316,146.58,calm
spotify:track:2Uk0aFqYCtecHL5MCq2we0,0.491,0.0861,4,-14.991,1,0.0565,0.992,0.0124,0.0932,0.391,86.038,calm
spotify:track:2I9zHCCeKJRKMgJ6UJFN9W,0.866,0.211,11,-12.676,0,0.0404,0.974,0,0.0987,0.198,101.295,calm
spotify:track:0YBNpbrmpZdFRT0NFqii5C,0.456,0.113,2,-15.763,0,0.0334,0.915,0.0011,0.0959,0.327,108.536,calm
spotify:track:7wC5eZcFS1Q1BsQ35DU6H4,0.64,0.321,0,-14.604,1,0.0931,0.693,0.0307,0.114,0.177,145.045,calm
spotify:track:77enz5hl8RicxrbPB56VXQ,0.637,0.129,11,-17.082,1,0.0346,0.887,0,0.0719,0.298,125.802,calm
spotify:track:5NORWMFC27ywGSZxi8uquP,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,calm
spotify:track:2PIlBukQ6limukVR8Ubb5o,0.479,0.541,0,-9.862,1,0.0545,0.737,0,0.108,0.321,85.994,calm
spotify:track:73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,calm
spotify:track:4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62E-05,0.112,0.206,102.128,calm
spotify:track:4IhKLu7Vk3j2TLmnFPl6To,0.723,0.504,8,-5.572,1,0.0392,0.388,7.40E-05,0.087,0.551,133.975,calm
spotify:track:36c2NifUp0GDnoOQT5unhR,0.3,0.0177,0,-27.293,1,0.0422,0.974,0.00764,0.106,0.0896,120.492,calm
spotify:track:0ZP3E9L1I0C6rmD0CAKqDc,0.479,0.0436,0,-22.849,1,0.0639,0.944,9.42E-05,0.126,0.133,79.141,calm
spotify:track:6GGdkwYk4NXuiIcQD16AZg,0.545,0.169,0,-16.249,1,0.132,0.908,0,0.0942,0.482,98.225,calm
spotify:track:3zksbXteOCeSusJ5Xltr3t,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97,calm
spotify:track:2I9zHCCeKJRKMgJ6UJFN9W,0.866,0.211,11,-12.676,0,0.0404,0.974,0,0.0987,0.198,101.295,calm
spotify:track:2R05HGHjfDXtz24bVoYHOu,0.692,0.285,7,-14.687,1,0.106,0.548,0,0.0978,0.278,119.949,calm
spotify:track:4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,calm
spotify:track:45h4w81P5iJJTSeR0jJUQ8,0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457,calm
spotify:track:5RI9caxzrNDsTt7XzgSLA9,0.601,0.445,7,-10.882,1,0.0324,0.6,0.000735,0.107,0.295,130.007,calm
spotify:track:3iGz75NJkqHubYUMRELLyP,0.61,0.318,8,-9.95,1,0.148,0.506,0.000617,0.102,0.214,109.491,calm
spotify:track:6zHP0OCcZYtxumAqmRuIXk,0.682,0.531,4,-9.865,1,0.0466,0.785,0.000266,0.102,0.407,126.981,calm
spotify:track:11cqsCFJayk8dLyJqPvGvp,0.505,0.207,9,-14.205,0,0.0535,0.915,7.28E-05,0.126,0.185,74.839,calm
spotify:track:4LWvvjoOhPngGIubUI2DuY,0.756,0.535,0,-10.097,1,0.0986,0.608,8.99E-06,0.0945,0.314,85.032,calm
spotify:track:75iZaRMctH8FamTOhokRVJ,0.641,0.37,1,-8.645,0,0.0565,0.32,0,0.206,0.242,81.043,calm
spotify:track:7laJx5tDtvm3Mkj832oxSb,0.48,0.488,4,-11.103,1,0.0245,0.099,0.0879,0.102,0.275,90.349,calm
spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,calm
spotify:track:5IonbH68pmDKBwcKlyswmR,0.429,0.457,3,-8.375,1,0.0294,0.35,0.859,0.099,0.183,124.033,calm
spotify:track:34p2uL1CvmaHn3uLfOKt8d,0.466,0.161,7,-14.498,1,0.0492,0.979,0.000238,0.231,0.171,139.167,calm
spotify:track:7zeWW2TAE1jJLeuqfzRYDN,0.532,0.161,8,-14.953,0,0.0658,0.912,0,0.113,0.332,134.905,calm
spotify:track:6XcxkDV5WVMyT6nGmNvR95,0.569,0.108,9,-15.855,1,0.035,0.883,0,0.112,0.181,110.421,calm
spotify:track:1Ve2OCcCtpXYaNDtHS1rgE,0.66,0.104,0,-16.838,1,0.0398,0.975,1.83E-06,0.0793,0.334,143.574,calm
spotify:track:3ATpkhQnCnkauIjm7WL9Fe,0.559,0.121,0,-14.209,1,0.0538,0.929,0,0.102,0.431,113.325,calm
spotify:track:2WwAnOrbU1vhRMgZC2oX8G,0.488,0.207,9,-14.157,0,0.0447,0.914,0,0.108,0.159,81.451,calm
spotify:track:5mkRGTbm3BwPzNQL9oBV9e,0.771,0.607,5,-12.02,0,0.113,0.336,0,0.122,0.79,90.039,calm
spotify:track:6tv9CzrMUHQFrm9VHHO1hv,0.485,0.125,0,-16.486,1,0.0438,0.887,3.88E-06,0.108,0.153,130.234,calm
spotify:track:6TCmU4U7Ooqep96bnYx5lH,0.57,0.31,0,-13.208,1,0.0316,0.255,2.03E-06,0.112,0.242,139.711,calm
spotify:track:5vPO5ouEv8iedKWxzmSv7b,0.41,0.316,0,-8.13,1,0.029,0.846,0,0.124,0.22,133.288,calm
spotify:track:0ULPrBFNhvdIfNlW04gxln,0.66,0.454,4,-10.957,0,0.191,0.0181,0.0164,0.397,0.685,129.937,calm
spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,calm
spotify:track:6F5mZpEEjhsAW8UEqbIpz1,0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,calm
spotify:track:5piG7g3vYcZuJSlQLEz2Zo,0.592,0.154,1,-11.005,0,0.0344,0.954,0,0.117,0.218,102.162,calm
spotify:track:2NWVdwbd2hPIzC2lyf4y63,0.599,0.374,10,-8.896,1,0.0385,0.495,0,0.221,0.224,119.9,calm
spotify:track:5GVPVxgdgTKJFxSxLVIw1A,0.542,0.299,0,-10.379,1,0.0305,0.817,0,0.109,0.274,141.917,calm
spotify:track:7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,calm
spotify:track:1EwRMgWXS9U8Oet39tlYwY,0.232,0.145,4,-16.622,1,0.0373,0.898,0,0.143,0.2,88.363,calm
spotify:track:1XTz8npaJxxzKW8JG4s5iC,0.277,0.156,8,-17.54,1,0.0374,0.785,0.000412,0.134,0.365,92.373,calm
spotify:track:14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86E-05,0.0895,0.205,124.001,calm
spotify:track:1JCCdiru7fhstOIF4N7WJC,0.572,0.499,2,-5.237,1,0.0311,0.0283,0,0.213,0.108,101.593,calm
spotify:track:7lSZpgUg8R79pC49uc6IHX,0.699,0.493,11,-10.386,1,0.0699,0.537,0,0.258,0.08,94.99,calm
spotify:track:64sp7I8wf70B7OLOpih6XJ,0.749,0.419,5,-9.41,1,0.0719,0.528,7.85E-06,0.113,0.279,120.166,calm
spotify:track:2olyfHW5Sn7LnIQlxjTZdU,0.682,0.26,4,-11.008,0,0.0495,0.745,0,0.137,0.0502,138.034,calm
spotify:track:1mVKWLlNKn7lgasPVhxQjD,0.486,0.231,2,-10.277,1,0.0494,0.754,0,0.37,0.327,122.755,calm
spotify:track:79e2GU4RLPjAqnijfvsXYr,0.561,0.684,9,-8.235,1,0.0669,0.347,2.93E-06,0.122,0.528,81.977,calm
spotify:track:28sNP4vXS6EtFr2VKPhCTQ,0.575,0.679,1,-4.442,1,0.0432,0.547,0,0.34,0.204,169.886,calm
spotify:track:2GmPIJzviXYtkTKYYUlloB,0.54,0.409,8,-6.658,1,0.0284,0.781,0,0.104,0.197,95.177,calm
spotify:track:5t3Vk8bRKylx4fjj7qlbib,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,calm
spotify:track:77bIDfQElFrLQjp2ZdTaam,0.289,0.423,0,-7.269,1,0.029,0.804,0,0.251,0.472,205.104,calm
spotify:track:4lkiVrmAYyPCtW3AFRs14e,0.672,0.258,0,-11.328,1,0.0349,0.831,0,0.51,0.745,119.865,calm
spotify:track:2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,calm
spotify:track:7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,calm
spotify:track:41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,calm
spotify:track:0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,calm
spotify:track:48PFfbnf0ZRcGCxO4zApPp,0.49,0.138,4,-13.18,1,0.0344,0.829,0.000237,0.12,0.15,85.921,calm
spotify:track:0oX4kLiXk2hqlhdXddedhC,0.653,0.493,10,-6.392,1,0.0296,0.147,0,0.0852,0.853,154.892,calm
spotify:track:1MhXdlCQPnO56T57MfmaRm,0.458,0.561,10,-4.819,1,0.0269,0.0965,0,0.156,0.206,149.875,calm
spotify:track:2D2lazsae9o1UoVPUAdxyT,0.756,0.673,2,-6.336,1,0.0899,0.516,0,0.109,0.402,125.055,calm
spotify:track:7mLIL4OdNdwFcGNlTcWa0c,0.626,0.323,4,-9.607,1,0.0339,0.667,0,0.0605,0.234,130.086,calm
spotify:track:6iGWH4PRPDwtN9NydaHK8b,0.671,0.464,1,-9.277,1,0.149,0.0632,0.073,0.0711,0.131,79.509,calm
spotify:track:3sa1wUB8FAkoH95MGPGBWI,0.366,0.439,4,-5.238,1,0.0298,0.0781,1.92E-05,0.108,0.11,115.94,calm
spotify:track:22vCOQZR7H1bIv3KVto1pq,0.509,0.636,2,-5.811,1,0.0453,0.635,0.000127,0.613,0.302,94.135,calm
spotify:track:6SSg2PwMIJiSzIynd3xnNG,0.393,0.465,5,-10.695,1,0.0419,0.386,0.0991,0.196,0.0395,105.038,calm
spotify:track:5HXp1Ui2GXhO0z5fIqUCpe,0.591,0.581,0,-5.84,1,0.0443,0.482,3.87E-05,0.139,0.158,132.975,calm
