uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
spotify:track:6obm5ubZCFaxTw44EonarI,0.488,0.815,2,-6.944,1,0.0583,0.218,0,0.338,0.497,189.773,dark
spotify:track:47rtdB1hBH6eRYi3ruUlCG,0.599,0.189,9,-17.596,0,0.044,0.947,0.105,0.0867,0.474,81.905,dark
spotify:track:16AOZtLZwnm993MAdkt61r,0.453,0.166,2,-14.365,0,0.0378,0.923,0.00282,0.0959,0.176,133.482,dark
spotify:track:1F5m0omiTYMzgsAVSFHNYO,0.284,0.687,5,-6.731,0,0.136,0.53,0,0.0783,0.331,83.176,dark
spotify:track:1wYZZtamWTQAoj8B812uKQ,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,dark
spotify:track:08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,dark
spotify:track:7GQqj9jRtDkMp8zByehXQI,0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67E-06,0.66,0.638,109.902,dark
spotify:track:3dP0pLbg9OfVwssDjp9aT0,0.707,0.593,5,-8.581,0,0.0949,0.287,0,0.15,0.478,123.772,dark
spotify:track:3SKzTIl9mW0DadTys9SFo3,0.549,0.675,4,-5.637,0,0.0332,0.399,0,0.181,0.206,119.898,dark
spotify:track:4x3qqSA4cP49oZQXPLnDBe,0.408,0.868,2,-4.438,0,0.0837,0.0082,0,0.151,0.387,83.469,dark
spotify:track:4c6D6IkTEpUmACruCkgfpx,0.582,0.826,10,-4.683,0,0.0329,0.293,0,0.11,0.556,139.846,dark
spotify:track:1XSoEETVRA7mteA8lA2ozh,0.6,0.579,2,-7.46,0,0.0266,0.0933,0.00076,0.108,0.266,99.745,dark
spotify:track:2WEAKylXBPr9PJNANBSTDG,0.601,0.706,6,-4.537,0,0.0458,0.0495,0,0.0982,0.249,91.996,dark
spotify:track:7Jd3Ej1Xx5OTcRxUDV9rl0,0.494,0.689,7,-11.177,0,0.274,0.24,0,0.192,0.39,135.178,dark
spotify:track:3B1pNvHN70d44FzgKKzXib,0.252,0.7,6,-5.645,1,0.0317,0.00296,0.369,0.11,0.36,205.714,dark
spotify:track:5ZLBq7F7pL9MxZWMbQbBSC,0.605,0.675,6,-3.996,1,0.0273,0.0381,0.0058,0.106,0.366,100.501,dark
spotify:track:5PtdC0vcAAETHx2gt2qVGv,0.634,0.607,7,-6.787,1,0.0301,0.00186,0,0.142,0.359,91.996,dark
spotify:track:1gzXHWAGYKbaHubERNp0Ox,0.591,0.297,2,-10.816,0,0.0305,0.305,0.00526,0.294,0.0393,83.964,dark
spotify:track:311q3StU6e78qyti2HhaS2,0.495,0.0647,6,-13.052,1,0.0467,0.967,7.75E-05,0.135,0.249,118.967,dark
spotify:track:359ofvoEja4de0XjzUL3D5,0.279,0.454,6,-4.393,0,0.0339,0.592,0,0.124,0.212,178.596,dark
spotify:track:04ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,dark
spotify:track:5sAlmL7Qp9N9BJTADkwEt9,0.616,0.862,7,-5.18,0,0.0973,0.00117,0,0.179,0.569,127.992,dark
spotify:track:1BOtiZR5OTg7e4nHFlI3p4,0.341,0.282,2,-10.821,1,0.031,0.772,1.50E-05,0.0976,0.133,155.831,dark
spotify:track:4EaBMhUIOfnFEbIgqCfKbi,0.444,0.608,2,-12.175,0,0.0532,0.168,3.36E-06,0.118,0.354,119.985,dark
spotify:track:5byUll2f3Zgnli3wJPoKRL,0.169,0.0722,1,-19.226,1,0.0393,0.844,2.47E-05,0.114,0.113,46.168,dark
spotify:track:7LAJWSKK8JMIZAcblgUMS6,0.215,0.169,9,-17.88,1,0.0402,0.974,0.0585,0.0907,0.0547,132.925,dark
spotify:track:6wXbF4Do590yIE8snBfzGi,0.267,0.158,11,-17.346,1,0.0448,0.963,0.000126,0.0879,0.116,75.268,dark
spotify:track:3buDoGEwFbwS8ozgA5o3lA,0.463,0.415,0,-14.067,0,0.0443,0.729,0,0.0939,0.233,115.444,dark
spotify:track:4UzVcXufOhGUwF56HT7b8M,0.19,0.265,9,-9.206,1,0.0356,0.863,0,0.134,0.101,79.012,dark
spotify:track:76qQP4YzAtiGLxUMy9yMT5,0.51,0.868,10,-3.283,0,0.0348,0.00889,0.108,0.229,0.639,131.964,dark
spotify:track:7DdnAf2xjv1Wb53OPjd4cq,0.324,0.545,6,-5.131,0,0.032,0.0221,5.78E-05,0.143,0.217,175.211,dark
spotify:track:3oYCCn5nNmL6TIZG22XAd8,0.448,0.942,6,-2.397,0,0.0628,0.00112,0.0405,0.357,0.644,74.972,dark
spotify:track:1Q2fYlSdwuutWj3QplhY9q,0.185,0.948,8,-3.892,1,0.147,0.0104,0,0.105,0.316,196.578,dark
spotify:track:0NBAXi7pWtoiLo7oomWBKw,0.289,0.841,8,-4.33,1,0.146,0.00582,0.00771,0.267,0.399,183.17,dark
spotify:track:4XvTMTAYOR470Xm8oZyYdd,0.372,0.021,1,-24.919,1,0.0469,0.994,0.92,0.124,0.047,74.025,dark
spotify:track:1l8wtuVI5gQ90NXEeUFAjX,0.545,0.0156,5,-25.78,1,0.0597,0.995,0.955,0.149,0.203,68.65,dark
spotify:track:7bhub6kscykFs0ux2kSLSd,0.197,0.042,7,-27.421,1,0.0417,0.791,0.00719,0.103,0.115,180.323,dark
spotify:track:3eYci0OQTOJ7BUr2v0lKUt,0.438,0.0275,9,-23.885,0,0.0412,0.995,0.932,0.095,0.299,63.441,dark
spotify:track:7KGie8fgIbNbRgn2NgusZ1,0.543,0.0192,9,-24.043,0,0.0883,0.995,0.955,0.111,0.0515,67.82,dark
spotify:track:0C1RaT1eyqvoeqskbaTg3E,0.228,0.22,3,-14.032,0,0.0357,0.893,0.171,0.119,0.0383,123.69,dark
spotify:track:4lBJhYMysdYGry2Y65ffwz,0.347,0.0229,2,-22.249,0,0.0478,0.995,0.935,0.0957,0.269,71.116,dark
spotify:track:5VOkwcjubUIC9QqHoBWMBR,0.508,0.00715,8,-26.32,0,0.0597,0.994,0.938,0.105,0.112,126.249,dark
spotify:track:3cThkjxTLc2Sl3fcIzMoQj,0.369,0.0144,2,-23.401,0,0.0587,0.992,0.939,0.106,0.186,67.702,dark
spotify:track:2axV9neNCwkbHZPhlhEUrx,0.284,0.0589,0,-28.887,1,0.0382,0.992,0.872,0.124,0.286,152.539,dark
spotify:track:6OdZ193K0JIQW4UbSB6x7V,0.648,0.0224,7,-24.986,1,0.124,0.994,0.966,0.103,0.31,131.146,dark
spotify:track:1HWQ6l7Xu2U4bFYcZMs1y2,0.416,0.0476,10,-25.007,1,0.0375,0.994,0.899,0.107,0.263,124.786,dark
spotify:track:31jFalheNwfpmt55pfttxb,0.452,0.0279,9,-21.617,0,0.0521,0.995,0.95,0.0977,0.263,65.394,dark
spotify:track:5m5O0rpBWAL2PhFG4LS0LC,0.444,0.0229,9,-26.105,1,0.0423,0.995,0.963,0.0943,0.332,63.984,dark
spotify:track:1d5Bl99gnoeJEaIUV82V6s,0.532,0.0609,11,-21.455,0,0.0507,0.993,0.947,0.108,0.236,131.096,dark
spotify:track:0gGeG8GWQS0QiE5GUgGlNa,0.244,0.00441,9,-37.665,1,0.0478,0.992,0.947,0.0976,0.122,76.309,dark
spotify:track:7KLiXWOWLpuAdHYcf1F20I,0.642,0.0049,5,-25.761,1,0.223,0.993,0.963,0.0904,0.384,133.95,dark
spotify:track:0MPylj4Y0d26YC9LOocJ1c,0.39,0.013,2,-23.809,1,0.0568,0.996,0.949,0.113,0.495,83.187,dark
spotify:track:5cQwRYWpWE37LvltGGtqGs,0.488,0.052,3,-25.968,0,0.0474,0.995,0.935,0.114,0.429,79.971,dark
spotify:track:1P3KTClB0iqHYIhgNWKOCu,0.51,0.0129,5,-25.219,1,0.0463,0.995,0.965,0.103,0.293,73.891,dark
spotify:track:0FL2RFiqkdMl3B5a3WXZnA,0.449,0.00944,5,-26.432,1,0.0511,0.995,0.953,0.0934,0.314,131.361,dark
spotify:track:47JFus8tcehYOoH8ADFX1z,0.629,0.0132,7,-25.661,1,0.125,0.995,0.96,0.107,0.337,68.065,dark
spotify:track:0wL3NlCHWBSjh1OjgnDhGC,0.571,0.0131,5,-26.243,0,0.0708,0.996,0.957,0.0999,0.165,131.535,dark
spotify:track:0N1wfWlirzKr7g91wqZ8By,0.433,0.0167,2,-22.502,0,0.0537,0.995,0.961,0.0861,0.348,68.519,dark
spotify:track:3cyFMMRL05xQNeLpOfws24,0.516,0.0445,9,-20.528,0,0.0707,0.994,0.924,0.113,0.312,73.388,dark
spotify:track:3bVzzTgFqWBApsnD6YV6Hj,0.302,0.103,9,-22.917,0,0.0403,0.995,0.93,0.0978,0.28,69.26,dark
spotify:track:0KSjgFSewhFqHgVpJ1DoHN,0.277,0.0228,0,-23.572,1,0.0307,0.952,0.925,0.0967,0.209,66.047,dark
spotify:track:1e1ecb0Bg4i6WyfljKEsp9,0.376,0.059,10,-22.803,1,0.0518,0.995,0.948,0.117,0.167,74.388,dark
spotify:track:4Cu3uAs3YtRrCMUQFoRKSb,0.498,0.0339,7,-24.526,0,0.071,0.994,0.955,0.111,0.347,65.992,dark
spotify:track:76tKgyzqJ9jRqPrMq6ocGB,0.541,0.013,2,-26.615,0,0.0714,0.996,0.965,0.12,0.0388,131.832,dark
spotify:track:3YbmKVXnxZEJJO71EJSDu6,0.38,0.0459,10,-23.258,1,0.0406,0.987,0.947,0.192,0.198,65.965,dark
spotify:track:3Fm7LStPBy32Y4l1qIuNLa,0.455,0.0331,6,-21.854,0,0.042,0.984,0.893,0.098,0.161,64.335,dark
spotify:track:1A2lX5phZEycOSUReSDPM1,0.644,0.0687,9,-25.866,1,0.167,0.987,0.959,0.15,0.195,139.438,dark
spotify:track:5pHH3Wi6bigLddx6Oaw2Rv,0.564,0.0229,2,-22.007,0,0.0654,0.994,0.931,0.0994,0.198,132.136,dark
spotify:track:3ktPkmxr6EOghJy3OyiHvM,0.545,0.127,2,-21.603,1,0.0718,0.996,0.965,0.114,0.209,126.499,dark
spotify:track:3E01CNXwtcpIDhzelxydH0,0.473,0.00337,1,-26.195,1,0.0548,0.992,0.953,0.11,0.17,69.238,dark
spotify:track:45acjF44yjfZuzer6kGqJp,0.282,0.099,0,-27.041,1,0.0447,0.993,0.849,0.107,0.26,105.777,dark
spotify:track:67MM45khyAIYM0GT4TRDsn,0.264,0.00934,0,-30.174,1,0.042,0.99,0.905,0.127,0.26,164.4,dark
spotify:track:35jNpGcH4z1SkurAglm1uS,0.256,0.0329,11,-24.376,1,0.0428,0.988,0.901,0.0981,0.0898,69.795,dark
spotify:track:4m3GB4XrtCtr1qvfZwc0jn,0.451,0.0128,0,-27.466,0,0.054,0.996,0.903,0.108,0.164,93.078,dark
spotify:track:2NRsgkAfH9QUzAitB1AnE4,0.455,0.0296,11,-25.151,1,0.0602,0.996,0.944,0.0729,0.0718,72.252,dark
spotify:track:0E0wAhJoYtlFnN2ryzGMvJ,0.504,0.02,11,-24.67,0,0.0505,0.994,0.936,0.0965,0.385,64.456,dark
spotify:track:0EE2s7CWvmxhq0l092SH8r,0.332,0.00353,9,-26.383,0,0.0437,0.994,0.953,0.0902,0.173,73.753,dark
spotify:track:3ChAAfFXQM3RtW4cOkgFXD,0.437,0.04,2,-24.117,0,0.0451,0.995,0.96,0.125,0.241,64.169,dark
spotify:track:40lRlkp9pz57DZB5We1X43,0.638,0.0279,9,-21.556,1,0.104,0.996,0.941,0.0994,0.47,67.263,dark
spotify:track:1joFnRAR5U4kQb34ubZ7sD,0.439,0.187,9,-16.261,1,0.0759,0.976,0.906,0.139,0.179,65.284,dark
spotify:track:0UFVWGNVcqU2wSACstu78z,0.477,0.00378,7,-26.096,1,0.103,0.995,0.931,0.092,0.0656,71.896,dark
spotify:track:5eaSdlyKwdW3qaOSCqEAGO,0.46,0.0136,0,-21.595,1,0.118,0.994,0.961,0.102,0.469,70.095,dark
spotify:track:3dce9vyGyif6Dpd3BRb0wm,0.514,0.0147,5,-27.103,1,0.0447,0.994,0.936,0.109,0.205,65.391,dark
spotify:track:1nzhmOlYKeNcaocoH870ov,0.3,0.0265,1,-24.118,0,0.0478,0.991,0.9,0.104,0.116,63.669,dark
spotify:track:3BFIPcrXBnVaDUczxmJ7cM,0.264,0.0171,7,-27.651,1,0.0445,0.995,0.925,0.0891,0.136,163.952,dark
spotify:track:4FMMaQA6W6ylRq6fbvYmPX,0.34,0.0768,6,-23.764,0,0.0344,0.967,0.903,0.112,0.139,80.735,dark
spotify:track:4sZ9fW2S6fFMPkT5Ugg550,0.476,0.0177,9,-22.45,0,0.0409,0.989,0.94,0.11,0.185,133.782,dark
spotify:track:64PJldL2vG7uXJKZMfPohK,0.736,0.0642,9,-19.839,1,0.0483,0.994,0.936,0.0956,0.385,68.856,dark
spotify:track:6v2Y59QaLfctWDO43i2C8H,0.472,0.0278,4,-24.494,1,0.0756,0.996,0.945,0.0802,0.0965,70.476,dark
spotify:track:5ay0cvjtVAbMLOe8gTadFh,0.336,0.044,7,-29.255,0,0.0456,0.982,0.96,0.221,0.0666,90.243,dark
spotify:track:1LD9dAzDhOpVE8Sme9AHw8,0.513,0.0118,5,-22.645,1,0.0484,0.994,0.962,0.158,0.255,134.326,dark
spotify:track:69ibQdFQI1xETAnyf7mtcv,0.587,0.042,0,-22.556,0,0.0545,0.995,0.915,0.105,0.271,132.641,dark
spotify:track:31HGukm3uuXTF1fP4u7OpL,0.538,0.00878,5,-20.69,1,0.0443,0.988,0.964,0.121,0.255,68.4,dark
spotify:track:1GRbLRnPoYTL2NQexfpe5N,0.626,0.00821,7,-25.413,0,0.0718,0.996,0.971,0.104,0.379,67.848,dark
spotify:track:4pJwlLKhe4i4FQHS7uO1br,0.537,0.0202,9,-24.658,0,0.0648,0.995,0.955,0.0986,0.0612,142.754,dark
spotify:track:7EPHgj0wqgwg7LI4XD3MJE,0.399,0.0351,2,-21.774,1,0.0372,0.996,0.906,0.106,0.523,69.502,dark
spotify:track:6AEnsyWPPyvIWNE2aPWjTP,0.592,0.00722,5,-24.676,1,0.0759,0.995,0.957,0.103,0.316,137.03,dark
spotify:track:05oPrm0ZWBN0pFdcgwVusY,0.453,0.0371,9,-23.695,0,0.057,0.996,0.953,0.114,0.0379,72.113,dark
spotify:track:1AmZD99jnLo8syhMvci7UF,0.583,0.0413,0,-19.625,1,0.0555,0.992,0.945,0.103,0.461,63.192,dark
spotify:track:0c049Bko7Uapoh5vvUZKUq,0.429,0.0463,7,-22.756,0,0.0609,0.995,0.953,0.117,0.141,77.536,dark
spotify:track:2S1IRvtDEc3oQ3AXesd5xY,0.519,0.0149,10,-22.396,1,0.0461,0.99,0.945,0.105,0.359,68.805,dark
spotify:track:05m8vS5OgkgFxp4Ivd6qcn,0.428,0.017,4,-27.812,0,0.0639,0.995,0.931,0.097,0.0454,107.315,dark
spotify:track:6puoBFMgSiGVEF9cE5JVKw,0.523,0.0104,7,-24.229,1,0.0823,0.996,0.955,0.108,0.351,76.694,dark
spotify:track:2YuQe18fkAypTlIEPDmF0S,0.508,0.0139,9,-23.022,1,0.0643,0.993,0.945,0.0956,0.342,69.324,dark
spotify:track:7DC1dPGfClHcU1niY05jm3,0.421,0.00718,4,-26.921,0,0.0746,0.995,0.93,0.093,0.0393,83.908,dark
spotify:track:0GA1udeOSp0vDirxYdkCjM,0.378,0.00296,10,-23.279,1,0.0538,0.991,0.959,0.0988,0.391,65.742,dark
spotify:track:5TghyJsYKrR6ftwWwrdVCq,0.507,0.0886,9,-23.077,1,0.076,0.996,0.944,0.107,0.196,96.519,dark
spotify:track:2TmvHICqnsnC25Mc9vmssA,0.439,0.0809,11,-19.044,0,0.0441,0.99,0.894,0.0977,0.105,66.436,dark
spotify:track:6RvwYQPrcMwkAFJGtgmuQu,0.408,0.129,0,-24.451,1,0.0533,0.991,0.917,0.116,0.234,107.981,dark
spotify:track:10CxF7BHc190bY4wSS7Gwe,0.436,0.0682,3,-22.797,1,0.0739,0.996,0.94,0.112,0.172,79.897,dark
spotify:track:1PgytG32fY7L6dfwtk3XDl,0.465,0.013,10,-26.89,0,0.045,0.996,0.961,0.112,0.196,69.934,dark
spotify:track:3UKJ3W8vynE79anrl5ooBJ,0.437,0.0246,9,-23.724,1,0.0486,0.991,0.929,0.0967,0.0874,64.481,dark
spotify:track:4zxmU1jVtb6wCuqpwRorGO,0.671,0.0111,9,-25.063,0,0.227,0.995,0.959,0.1,0.488,132.742,dark
spotify:track:0ojpZ9skYMIg6byEtwv0Zh,0.486,0.0281,7,-22.593,0,0.037,0.99,0.956,0.113,0.103,67.051,dark
spotify:track:7t5SNuekfZxH6FxpmFeugU,0.565,0.0674,1,-20.97,0,0.052,0.991,0.885,0.118,0.21,72.386,dark
spotify:track:0WHDzhvUVYmYlN5N1cmDzd,0.591,0.0514,2,-23.586,0,0.113,0.995,0.946,0.0823,0.446,63.564,dark
spotify:track:0pAKwfkRPFuAH2hBXXNwYo,0.436,0.0868,2,-19.629,0,0.0442,0.995,0.937,0.11,0.279,78.476,dark
spotify:track:39usrRjRWNA8OHt7n5IQKM,0.366,0.0174,9,-23.813,1,0.0545,0.996,0.926,0.0802,0.146,76.049,dark
spotify:track:4SCeBKWEDX5eHjt2HQo4z9,0.564,0.00782,7,-24.317,1,0.082,0.996,0.967,0.0974,0.477,68.569,dark
spotify:track:30TWXBUljzWIb86185EZBJ,0.652,0.0136,4,-28.138,1,0.0763,0.996,0.975,0.0985,0.137,133.045,dark
spotify:track:7FNe3qOr4S50qmBb3fnlaI,0.32,0.0509,1,-26.774,0,0.0491,0.996,0.913,0.0958,0.104,158.474,dark
spotify:track:2aIfCLASP5r6zgmJ6NiP6v,0.423,0.0275,9,-26.851,0,0.0466,0.995,0.953,0.0833,0.248,135.345,dark
spotify:track:1e6poHuids9IHyLmiCKd04,0.349,0.0714,1,-22.408,0,0.0461,0.993,0.893,0.12,0.13,70.06,dark
spotify:track:6hEjjyju3dppS3ZZ0zUijX,0.384,0.00662,0,-26.693,1,0.06,0.992,0.929,0.133,0.231,65.76,dark
spotify:track:3r6Q4LsqOxGdz3UDLAMTwm,0.332,0.0143,8,-27.013,1,0.0479,0.996,0.917,0.102,0.112,182.817,dark
spotify:track:1IkRLoKJp6ZLXODUQQQT6d,0.334,0.0371,4,-24.352,1,0.0417,0.981,0.92,0.127,0.0638,69.594,dark
spotify:track:2AcqceGScgOllsgmqnOfFJ,0.584,0.00587,0,-23.193,1,0.0731,0.994,0.951,0.081,0.641,136.803,dark
spotify:track:4Y30xLp4kMmZCwkzq8V1mb,0.274,0.0111,6,-26.998,1,0.046,0.992,0.897,0.102,0.121,70.929,dark
spotify:track:2wUB5n1Kxm2d1d1TSuzjqX,0.408,0.218,5,-21.596,0,0.0355,0.949,0.815,0.105,0.401,104.593,dark
spotify:track:56tnwtKiQ53RivqGwGZScV,0.63,0.0602,0,-21.441,1,0.0884,0.994,0.914,0.112,0.442,51.226,dark
spotify:track:0rNgyMSAawzd8Lqpon1sEG,0.502,0.0256,9,-23.689,1,0.0583,0.993,0.943,0.106,0.118,69.392,dark
spotify:track:26tZTYSlj7a8bqIdD1Fdyp,0.319,0.0241,5,-23.706,1,0.039,0.99,0.898,0.11,0.112,68.182,dark
spotify:track:6Cd5j6vDHFazPvwkJtnASI,0.404,0.0477,5,-23.536,1,0.0398,0.995,0.933,0.106,0.0731,80.604,dark
spotify:track:4y5pAAiq7zGMejPPAxvth7,0.279,0.0439,5,-26.957,0,0.0397,0.994,0.934,0.132,0.0826,179.008,dark
spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,dark
spotify:track:6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,dark
spotify:track:0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,dark
spotify:track:7wMq5n8mYSKlQIGECKUgTX,0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,dark
spotify:track:3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,dark
spotify:track:3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,dark
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,dark
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,dark
spotify:track:48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,dark
spotify:track:3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,dark
spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,dark
spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,dark
spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,dark
spotify:track:7ks6AZmFcm3Y6PGGxGSmlB,0.666,0.876,3,-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,dark
spotify:track:285HeuLxsngjFn4GGegGNm,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,dark
spotify:track:0YammaEkYSeo9vQYZ1OwS6,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,dark
spotify:track:5xYC48nOppVemY6U5GRGTb,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34E-06,0.251,0.375,129.983,dark
spotify:track:6s8nHXTJVqFjXE4yVZPDHR,0.762,0.863,0,-3.689,0,0.0561,0.015,0,0.125,0.965,106.012,dark
spotify:track:5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,dark
spotify:track:1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,dark
spotify:track:7EQGXaVSyEDsCWKmUcfpLk,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,dark
spotify:track:4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,dark
spotify:track:1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,dark
spotify:track:6hAYSTQ0EFhYaVS9v4sOX4,0.688,0.935,1,-5.311,1,0.0303,0.0741,6.74E-05,0.454,0.885,125.988,dark
spotify:track:0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,dark
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,dark
spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,dark
spotify:track:1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,dark
spotify:track:62zFEHfAYl5kdHYOivj4BC,0.67,0.855,0,-3.035,0,0.0499,0.0124,0,0.335,0.648,120.05,dark
spotify:track:4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,dark
spotify:track:6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,dark
spotify:track:1aOYUut6NFylu2ZkmJLlrG,0.639,0.36,2,-10.505,1,0.0386,0.0191,0.0903,0.181,0.0753,119.996,dark
spotify:track:0nfS2TJUiMyHv0hBpcmmco,0.65,0.943,11,-4.751,1,0.0692,0.0171,0,0.15,0.8,126.008,dark
spotify:track:5pmL3RzOy3IvGFaSDi4hZL,0.606,0.883,3,-3.243,1,0.0423,0.00872,0,0.0698,0.608,128.053,dark
spotify:track:2tpWsVSb9UEmDRxAl1zhX1,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,dark
spotify:track:4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,dark
spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0,-3.911,1,0.0327,0.0283,0,0.064,0.473,127.966,dark
spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,dark
spotify:track:6lV2MSQmRIkycDScNtrBXO,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,dark
spotify:track:2n3CaPGPLYnYAvTEwKCX8t,0.712,0.922,6,-3.902,0,0.0411,0.00266,1.90E-06,0.268,0.976,125.984,dark
spotify:track:4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,dark
spotify:track:6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,dark
spotify:track:0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,dark
spotify:track:2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96E-05,0.131,0.501,130.033,dark
spotify:track:4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,dark
spotify:track:4nOygULhEuDO5ZBRNPFaso,0.58,0.767,0,-4.174,1,0.0557,0.313,0,0.0518,0.776,151.845,dark
spotify:track:1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,dark
spotify:track:1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,dark
spotify:track:2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,dark
spotify:track:7ElF5zxOwYP4qVSWVvse3W,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,dark
spotify:track:5zhHJdOmEBvpCv7HdeoJqm,0.869,0.509,6,-6.751,0,0.0955,0.00457,0,0.0818,0.542,128.027,dark
spotify:track:2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,dark
spotify:track:56fljzsnWxuCp70LBsMuPD,0.492,0.842,2,-5.412,1,0.187,0.0117,0,0.142,0.593,172,dark
spotify:track:3zrYNl1aMdFrQkcOjKVr5u,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79E-06,0.315,0.763,126.035,dark
spotify:track:1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,dark
